#;approach;throughput;slice
9140;Gómez et al.;null;QoS 2
9141;Gómez et al.;null;QoS 2
9142;Gómez et al.;null;QoS 2
9143;Gómez et al.;null;QoS 2
9144;Gómez et al.;null;QoS 2
9145;Gómez et al.;null;QoS 2
9146;Gómez et al.;null;QoS 2
9147;Gómez et al.;null;QoS 2
9148;Gómez et al.;null;QoS 2
9149;Gómez et al.;null;QoS 2
9150;Gómez et al.;null;QoS 2
9151;Gómez et al.;null;QoS 2
9152;Gómez et al.;null;QoS 2
9153;Gómez et al.;null;QoS 2
9154;Gómez et al.;null;QoS 2
9155;Gómez et al.;null;QoS 2
9156;Gómez et al.;null;QoS 2
9157;Gómez et al.;null;QoS 2
9158;Gómez et al.;null;QoS 2
9159;Gómez et al.;null;QoS 2
9160;Gómez et al.;null;QoS 2
9161;Gómez et al.;null;QoS 2
9162;Gómez et al.;null;QoS 2
9163;Gómez et al.;null;QoS 2
9164;Gómez et al.;null;QoS 2
9165;Gómez et al.;null;QoS 2
9166;Gómez et al.;null;QoS 2
9167;Gómez et al.;null;QoS 2
9168;Gómez et al.;null;QoS 2
9169;Gómez et al.;null;QoS 2
9170;Gómez et al.;null;QoS 2
9171;Gómez et al.;null;QoS 2
9172;Gómez et al.;null;QoS 2
9173;Gómez et al.;null;QoS 2
9174;Gómez et al.;null;QoS 2
9175;Gómez et al.;null;QoS 2
9176;Gómez et al.;null;QoS 2
9177;Gómez et al.;null;QoS 2
9178;Gómez et al.;null;QoS 2
9179;Gómez et al.;null;QoS 2
9180;Gómez et al.;null;QoS 2
9181;Gómez et al.;null;QoS 2
9182;Gómez et al.;null;QoS 2
9183;Gómez et al.;null;QoS 2
9184;Gómez et al.;null;QoS 2
9185;Gómez et al.;null;QoS 2
9186;Gómez et al.;null;QoS 2
9187;Gómez et al.;0;QoS 2
9188;Gómez et al.;0;QoS 2
9189;Gómez et al.;0;QoS 2
9190;Gómez et al.;0;QoS 2
9191;Gómez et al.;0;QoS 2
9192;Gómez et al.;0.017344000000000002;QoS 2
9193;Gómez et al.;null;QoS 2
9194;Gómez et al.;1.500256;QoS 2
9195;Gómez et al.;2.8444160000000003;QoS 2
9196;Gómez et al.;null;QoS 2
9197;Gómez et al.;2.8704319999999997;QoS 2
9198;Gómez et al.;1.4048640000000001;QoS 2
9199;Gómez et al.;0.927904;QoS 2
9200;Gómez et al.;null;QoS 2
9201;Gómez et al.;1.482912;QoS 2
9202;Gómez et al.;0.875872;QoS 2
9203;Gómez et al.;0.9452480000000001;QoS 2
9204;Gómez et al.;1.031968;QoS 2
9205;Gómez et al.;1.500256;QoS 2
9206;Gómez et al.;2.540896;QoS 2
9207;Gómez et al.;null;QoS 2
9208;Gómez et al.;null;QoS 2
9209;Gómez et al.;null;QoS 2
9210;Gómez et al.;null;QoS 2
9211;Gómez et al.;null;QoS 2
9212;Gómez et al.;null;QoS 2
9213;Gómez et al.;null;QoS 2
9214;Gómez et al.;null;QoS 2
9215;Gómez et al.;null;QoS 2
9216;Gómez et al.;null;QoS 2
9217;Gómez et al.;null;QoS 2
9218;Gómez et al.;null;QoS 2
9219;Gómez et al.;null;QoS 2
9220;Gómez et al.;null;QoS 2
9221;Gómez et al.;null;QoS 2
9222;Gómez et al.;null;QoS 2
9223;Gómez et al.;null;QoS 2
9224;Gómez et al.;null;QoS 2
9225;Gómez et al.;null;QoS 2
9226;Gómez et al.;null;QoS 2
9227;Gómez et al.;null;QoS 2
9228;Gómez et al.;0.06937600000000001;QoS 2
9229;Gómez et al.;0.078048;QoS 2
9230;Gómez et al.;0.078048;QoS 2
9231;Gómez et al.;0.242816;QoS 2
9232;Gómez et al.;1.933856;QoS 2
9233;Gómez et al.;2.376128;QoS 2
9234;Gómez et al.;2.150656;QoS 2
9235;Gómez et al.;2.419488;QoS 2
9236;Gómez et al.;2.306752;QoS 2
9237;Gómez et al.;2.315424;QoS 2
9238;Gómez et al.;2.454176;QoS 2
9239;Gómez et al.;2.566912;QoS 2
9240;Gómez et al.;2.350112;QoS 2
9241;Gómez et al.;2.523552;QoS 2
9242;Gómez et al.;2.5148800000000002;QoS 2
9243;Gómez et al.;2.324096;QoS 2
9244;Gómez et al.;2.636288;QoS 2
9245;Gómez et al.;null;QoS 2
9246;Gómez et al.;2.0899520000000003;QoS 2
9247;Gómez et al.;2.3848000000000003;QoS 2
9248;Gómez et al.;2.2373760000000003;QoS 2
9249;Gómez et al.;0.112736;QoS 2
9250;Gómez et al.;0.147424;QoS 2
9251;Gómez et al.;3.5121599999999997;QoS 2
9252;Gómez et al.;3.6856;QoS 2
9253;Gómez et al.;3.702944;QoS 2
9254;Gómez et al.;3.81568;QoS 2
9255;Gómez et al.;3.754976;QoS 2
9256;Gómez et al.;3.4948159999999997;QoS 2
9257;Gómez et al.;2.488864;QoS 2
9258;Gómez et al.;1.222752;QoS 2
9259;Gómez et al.;1.38752;QoS 2
9260;Gómez et al.;1.500256;QoS 2
9261;Gómez et al.;1.630336;QoS 2
9262;Gómez et al.;0.7891520000000001;QoS 2
9263;Gómez et al.;1.188064;QoS 2
9264;Gómez et al.;1.023296;QoS 2
9265;Gómez et al.;1.6650239999999998;QoS 2
9266;Gómez et al.;3.7636480000000003;QoS 2
9267;Gómez et al.;null;QoS 2
9268;Gómez et al.;null;QoS 2
9269;Gómez et al.;null;QoS 2
9270;Gómez et al.;null;QoS 2
9271;Gómez et al.;null;QoS 2
9272;Gómez et al.;null;QoS 2
9273;Gómez et al.;null;QoS 2
9274;Gómez et al.;null;QoS 2
9275;Gómez et al.;null;QoS 2
9276;Gómez et al.;null;QoS 2
9277;Gómez et al.;null;QoS 2
9278;Gómez et al.;null;QoS 2
9279;Gómez et al.;null;QoS 2
9280;Gómez et al.;null;QoS 2
9281;Gómez et al.;null;QoS 2
9282;Gómez et al.;null;QoS 2
9283;Gómez et al.;null;QoS 2
9284;Gómez et al.;null;QoS 2
9285;Gómez et al.;null;QoS 2
9286;Gómez et al.;null;QoS 2
9287;Gómez et al.;0.38156799999999996;QoS 2
9288;Gómez et al.;0.719776;QoS 2
9289;Gómez et al.;0.121408;QoS 2
9290;Gómez et al.;0.52032;QoS 2
9291;Gómez et al.;0.6330560000000001;QoS 2
9292;Gómez et al.;3.356064;QoS 2
9293;Gómez et al.;3.20864;QoS 2
9294;Gómez et al.;3.3300479999999997;QoS 2
9295;Gómez et al.;3.1999679999999997;QoS 2
9296;Gómez et al.;3.486144;QoS 2
9297;Gómez et al.;3.16528;QoS 2
9298;Gómez et al.;3.0525439999999997;QoS 2
9299;Gómez et al.;3.1999679999999997;QoS 2
9300;Gómez et al.;3.252;QoS 2
9301;Gómez et al.;3.0872319999999998;QoS 2
9302;Gómez et al.;3.1826239999999997;QoS 2
9303;Gómez et al.;3.043872;QoS 2
9304;Gómez et al.;3.2693440000000002;QoS 2
9305;Gómez et al.;3.095904;QoS 2
9306;Gómez et al.;3.2346559999999998;QoS 2
9307;Gómez et al.;2.939808;QoS 2
9308;Gómez et al.;2.7230079999999997;QoS 2
9309;Gómez et al.;0.10406399999999999;QoS 2
9310;Gómez et al.;0.182112;QoS 2
9311;Gómez et al.;2.34144;QoS 2
9312;Gómez et al.;4.197247999999999;QoS 2
9313;Gómez et al.;3.833024;QoS 2
9314;Gómez et al.;3.885056;QoS 2
9315;Gómez et al.;3.6769279999999998;QoS 2
9316;Gómez et al.;3.789664;QoS 2
9317;Gómez et al.;2.506208;QoS 2
9318;Gómez et al.;2.08128;QoS 2
9319;Gómez et al.;1.04064;QoS 2
9320;Gómez et al.;1.743072;QoS 2
9321;Gómez et al.;3.885056;QoS 2
9322;Gómez et al.;2.25472;QoS 2
9323;Gómez et al.;1.9772159999999999;QoS 2
9324;Gómez et al.;1.6650239999999998;QoS 2
9325;Gómez et al.;1.77776;QoS 2
9326;Gómez et al.;3.919744;QoS 2
9327;Gómez et al.;null;QoS 2
9328;Gómez et al.;null;QoS 2
9329;Gómez et al.;null;QoS 2
9330;Gómez et al.;null;QoS 2
9331;Gómez et al.;null;QoS 2
9332;Gómez et al.;null;QoS 2
9333;Gómez et al.;null;QoS 2
9334;Gómez et al.;null;QoS 2
9335;Gómez et al.;null;QoS 2
9336;Gómez et al.;null;QoS 2
9337;Gómez et al.;null;QoS 2
9338;Gómez et al.;null;QoS 2
9339;Gómez et al.;null;QoS 2
9340;Gómez et al.;null;QoS 2
9341;Gómez et al.;null;QoS 2
9342;Gómez et al.;null;QoS 2
9343;Gómez et al.;null;QoS 2
9344;Gómez et al.;null;QoS 2
9345;Gómez et al.;null;QoS 2
9346;Gómez et al.;null;QoS 2
9347;Gómez et al.;0.13008;QoS 2
9348;Gómez et al.;0.09539199999999999;QoS 2
9349;Gómez et al.;0.199456;QoS 2
9350;Gómez et al.;0.20812799999999998;QoS 2
9351;Gómez et al.;3.1392640000000003;QoS 2
9352;Gómez et al.;3.9457600000000004;QoS 2
9353;Gómez et al.;3.6856;QoS 2
9354;Gómez et al.;3.876384;QoS 2
9355;Gómez et al.;3.6769279999999998;QoS 2
9356;Gómez et al.;3.373408;QoS 2
9357;Gómez et al.;null;QoS 2
9358;Gómez et al.;5.315936;QoS 2
9359;Gómez et al.;3.442784;QoS 2
9360;Gómez et al.;3.937088;QoS 2
9361;Gómez et al.;3.3820799999999998;QoS 2
9362;Gómez et al.;4.1452160000000005;QoS 2
9363;Gómez et al.;3.8070079999999997;QoS 2
9364;Gómez et al.;3.737632;QoS 2
9365;Gómez et al.;3.607552;QoS 2
9366;Gómez et al.;3.6769279999999998;QoS 2
9367;Gómez et al.;3.711616;QoS 2
9368;Gómez et al.;2.8097280000000002;QoS 2
9369;Gómez et al.;0.13875200000000001;QoS 2
9370;Gómez et al.;1.7344000000000002;QoS 2
9371;Gómez et al.;4.604832;QoS 2
9372;Gómez et al.;4.50944;QoS 2
9373;Gómez et al.;4.7349120000000005;QoS 2
9374;Gómez et al.;4.8823360000000005;QoS 2
9375;Gómez et al.;5.107808;QoS 2
9376;Gómez et al.;4.708895999999999;QoS 2
9377;Gómez et al.;3.026528;QoS 2
9378;Gómez et al.;1.612992;QoS 2
9379;Gómez et al.;1.6910399999999999;QoS 2
9380;Gómez et al.;2.2633919999999996;QoS 2
9381;Gómez et al.;4.743584;QoS 2
9382;Gómez et al.;2.8184;QoS 2
9383;Gómez et al.;1.933856;QoS 2
9384;Gómez et al.;1.743072;QoS 2
9385;Gómez et al.;1.942528;QoS 2
9386;Gómez et al.;4.743584;QoS 2
9387;Gómez et al.;null;QoS 2
9388;Gómez et al.;null;QoS 2
9389;Gómez et al.;null;QoS 2
9390;Gómez et al.;null;QoS 2
9391;Gómez et al.;null;QoS 2
9392;Gómez et al.;null;QoS 2
9393;Gómez et al.;null;QoS 2
9394;Gómez et al.;null;QoS 2
9395;Gómez et al.;null;QoS 2
9396;Gómez et al.;null;QoS 2
9397;Gómez et al.;null;QoS 2
9398;Gómez et al.;null;QoS 2
9399;Gómez et al.;null;QoS 2
9400;Gómez et al.;null;QoS 2
9401;Gómez et al.;null;QoS 2
9402;Gómez et al.;null;QoS 2
9403;Gómez et al.;null;QoS 2
9404;Gómez et al.;null;QoS 2
9405;Gómez et al.;null;QoS 2
9406;Gómez et al.;null;QoS 2
9407;Gómez et al.;0.6330560000000001;QoS 2
9408;Gómez et al.;0.589696;QoS 2
9409;Gómez et al.;0.537664;QoS 2
9410;Gómez et al.;0;QoS 2
9411;Gómez et al.;2.8097280000000002;QoS 2
9412;Gómez et al.;4.110528;QoS 2
9413;Gómez et al.;4.197247999999999;QoS 2
9414;Gómez et al.;4.240608;QoS 2
9415;Gómez et al.;4.223264;QoS 2
9416;Gómez et al.;3.963104;QoS 2
9417;Gómez et al.;4.752256;QoS 2
9418;Gómez et al.;3.3647359999999997;QoS 2
9419;Gómez et al.;4.015136;QoS 2
9420;Gómez et al.;4.101856;QoS 2
9421;Gómez et al.;4.03248;QoS 2
9422;Gómez et al.;4.197247999999999;QoS 2
9423;Gómez et al.;4.041152;QoS 2
9424;Gómez et al.;4.153888;QoS 2
9425;Gómez et al.;3.997792;QoS 2
9426;Gómez et al.;4.084512;QoS 2
9427;Gómez et al.;4.231935999999999;QoS 2
9428;Gómez et al.;3.07856;QoS 2
9429;Gómez et al.;0.424928;QoS 2
9430;Gómez et al.;4.006464;QoS 2
9431;Gómez et al.;4.492095999999999;QoS 2
9432;Gómez et al.;5.099136000000001;QoS 2
9433;Gómez et al.;4.8823360000000005;QoS 2
9434;Gómez et al.;5.385312;QoS 2
9435;Gómez et al.;5.341952;QoS 2
9436;Gómez et al.;5.367967999999999;QoS 2
9437;Gómez et al.;3.1826239999999997;QoS 2
9438;Gómez et al.;2.011904;QoS 2
9439;Gómez et al.;1.847136;QoS 2
9440;Gómez et al.;2.25472;QoS 2
9441;Gómez et al.;5.584768;QoS 2
9442;Gómez et al.;3.043872;QoS 2
9443;Gómez et al.;2.2200320000000002;QoS 2
9444;Gómez et al.;1.899168;QoS 2
9445;Gómez et al.;2.055264;QoS 2
9446;Gómez et al.;5.081792;QoS 2
9447;Gómez et al.;null;QoS 2
9448;Gómez et al.;null;QoS 2
9449;Gómez et al.;null;QoS 2
9450;Gómez et al.;null;QoS 2
9451;Gómez et al.;null;QoS 2
9452;Gómez et al.;null;QoS 2
9453;Gómez et al.;null;QoS 2
9454;Gómez et al.;null;QoS 2
9455;Gómez et al.;null;QoS 2
9456;Gómez et al.;null;QoS 2
9457;Gómez et al.;null;QoS 2
9458;Gómez et al.;null;QoS 2
9459;Gómez et al.;null;QoS 2
9460;Gómez et al.;null;QoS 2
9461;Gómez et al.;null;QoS 2
9462;Gómez et al.;null;QoS 2
9463;Gómez et al.;null;QoS 2
9464;Gómez et al.;null;QoS 2
9465;Gómez et al.;null;QoS 2
9466;Gómez et al.;null;QoS 2
9467;Gómez et al.;0.078048;QoS 2
9468;Gómez et al.;0.13008;QoS 2
9469;Gómez et al.;0.182112;QoS 2
9470;Gómez et al.;1.04064;QoS 2
9471;Gómez et al.;2.9918400000000003;QoS 2
9472;Gómez et al.;2.835744;QoS 2
9473;Gómez et al.;3.1045760000000002;QoS 2
9474;Gómez et al.;2.913792;QoS 2
9475;Gómez et al.;2.783712;QoS 2
9476;Gómez et al.;2.8097280000000002;QoS 2
9477;Gómez et al.;3.0091840000000003;QoS 2
9478;Gómez et al.;3.243328;QoS 2
9479;Gómez et al.;2.6016;QoS 2
9480;Gómez et al.;2.7576959999999997;QoS 2
9481;Gómez et al.;2.315424;QoS 2
9482;Gómez et al.;2.34144;QoS 2
9483;Gómez et al.;2.5929279999999997;QoS 2
9484;Gómez et al.;2.3674560000000002;QoS 2
9485;Gómez et al.;2.6969920000000003;QoS 2
9486;Gómez et al.;2.705664;QoS 2
9487;Gómez et al.;2.3674560000000002;QoS 2
9488;Gómez et al.;2.055264;QoS 2
9489;Gómez et al.;0.372896;QoS 2
9490;Gómez et al.;2.9918400000000003;QoS 2
9491;Gómez et al.;3.6595839999999997;QoS 2
9492;Gómez et al.;3.754976;QoS 2
9493;Gómez et al.;4.084512;QoS 2
9494;Gómez et al.;3.6856;QoS 2
9495;Gómez et al.;3.850368;QoS 2
9496;Gómez et al.;4.023808;QoS 2
9497;Gómez et al.;2.272064;QoS 2
9498;Gómez et al.;1.612992;QoS 2
9499;Gómez et al.;1.092672;QoS 2
9500;Gómez et al.;1.847136;QoS 2
9501;Gómez et al.;1.5522880000000001;QoS 2
9502;Gómez et al.;0.8325119999999999;QoS 2
9503;Gómez et al.;0.849856;QoS 2
9504;Gómez et al.;null;QoS 2
9505;Gómez et al.;1.5869760000000002;QoS 2
9506;Gómez et al.;4.1799040000000005;QoS 2
9507;Gómez et al.;null;QoS 2
9508;Gómez et al.;null;QoS 2
9509;Gómez et al.;null;QoS 2
9510;Gómez et al.;null;QoS 2
9511;Gómez et al.;null;QoS 2
9512;Gómez et al.;null;QoS 2
9513;Gómez et al.;null;QoS 2
9514;Gómez et al.;null;QoS 2
9515;Gómez et al.;null;QoS 2
9516;Gómez et al.;null;QoS 2
9517;Gómez et al.;null;QoS 2
9518;Gómez et al.;null;QoS 2
9519;Gómez et al.;null;QoS 2
9520;Gómez et al.;null;QoS 2
9521;Gómez et al.;null;QoS 2
9522;Gómez et al.;null;QoS 2
9523;Gómez et al.;null;QoS 2
9524;Gómez et al.;null;QoS 2
9525;Gómez et al.;null;QoS 2
9526;Gómez et al.;null;QoS 2
9527;Gómez et al.;null;QoS 2
9528;Gómez et al.;null;QoS 2
9529;Gómez et al.;null;QoS 2
9530;Gómez et al.;null;QoS 2
9531;Gómez et al.;null;QoS 2
9532;Gómez et al.;null;QoS 2
9533;Gómez et al.;null;QoS 2
9534;Gómez et al.;null;QoS 2
9535;Gómez et al.;null;QoS 2
9536;Gómez et al.;null;QoS 2
9537;Gómez et al.;null;QoS 2
9538;Gómez et al.;null;QoS 2
9539;Gómez et al.;null;QoS 2
9540;Gómez et al.;null;QoS 2
9541;Gómez et al.;null;QoS 2
9542;Gómez et al.;null;QoS 2
9543;Gómez et al.;null;QoS 2
9544;Gómez et al.;null;QoS 2
9545;Gómez et al.;null;QoS 2
9546;Gómez et al.;null;QoS 2
9547;Gómez et al.;0.156096;QoS 2
9548;Gómez et al.;0.182112;QoS 2
9549;Gómez et al.;0.225472;QoS 2
9550;Gómez et al.;0.849856;QoS 2
9551;Gómez et al.;1.751744;QoS 2
9552;Gómez et al.;3.191296;QoS 2
9553;Gómez et al.;3.798336;QoS 2
9554;Gómez et al.;3.520832;QoS 2
9555;Gómez et al.;3.9891199999999998;QoS 2
9556;Gómez et al.;4.093184;QoS 2
9557;Gómez et al.;2.419488;QoS 2
9558;Gómez et al.;1.751744;QoS 2
9559;Gómez et al.;null;QoS 2
9560;Gómez et al.;1.5349439999999999;QoS 2
9561;Gómez et al.;3.876384;QoS 2
9562;Gómez et al.;2.393472;QoS 2
9563;Gómez et al.;null;QoS 2
9564;Gómez et al.;1.448224;QoS 2
9565;Gómez et al.;1.639008;QoS 2
9566;Gómez et al.;3.9891199999999998;QoS 2
9567;Gómez et al.;4.388032;QoS 2
9568;Gómez et al.;2.5582399999999996;QoS 2
9569;Gómez et al.;null;QoS 2
9570;Gómez et al.;4.20592;QoS 2
9571;Gómez et al.;3.8416959999999998;QoS 2
9572;Gómez et al.;2.21136;QoS 2
9573;Gómez et al.;2.12464;QoS 2
9574;Gómez et al.;1.639008;QoS 2
9575;Gómez et al.;5.298591999999999;QoS 2
9576;Gómez et al.;5.584768;QoS 2
9577;Gómez et al.;null;QoS 2
9578;Gómez et al.;4.700224;QoS 2
9579;Gómez et al.;5.55008;QoS 2
9580;Gómez et al.;5.0297600000000005;QoS 2
9581;Gómez et al.;5.662815999999999;QoS 2
9582;Gómez et al.;5.662815999999999;QoS 2
9583;Gómez et al.;4.231935999999999;QoS 2
9584;Gómez et al.;1.9772159999999999;QoS 2
9585;Gómez et al.;2.063936;QoS 2
9586;Gómez et al.;1.47424;QoS 2
9587;Gómez et al.;4.153888;QoS 2
9588;Gómez et al.;4.457408;QoS 2
9589;Gómez et al.;0.338208;QoS 2
9590;Gómez et al.;3.460128;QoS 2
9591;Gómez et al.;4.778272;QoS 2
9592;Gómez et al.;5.454688;QoS 2
9593;Gómez et al.;5.862272;QoS 2
9594;Gómez et al.;5.099136000000001;QoS 2
9595;Gómez et al.;5.07312;QoS 2
9596;Gómez et al.;5.142496;QoS 2
9597;Gómez et al.;5.6194560000000005;QoS 2
9598;Gómez et al.;null;QoS 2
9599;Gómez et al.;5.784224;QoS 2
9600;Gómez et al.;5.454688;QoS 2
9601;Gómez et al.;null;QoS 2
9602;Gómez et al.;null;QoS 2
9603;Gómez et al.;null;QoS 2
9604;Gómez et al.;null;QoS 2
9605;Gómez et al.;null;QoS 2
9606;Gómez et al.;null;QoS 2
9607;Gómez et al.;null;QoS 2
9608;Gómez et al.;null;QoS 2
9609;Gómez et al.;null;QoS 2
9610;Gómez et al.;null;QoS 2
9611;Gómez et al.;null;QoS 2
9612;Gómez et al.;null;QoS 2
9613;Gómez et al.;null;QoS 2
9614;Gómez et al.;null;QoS 2
9615;Gómez et al.;null;QoS 2
9616;Gómez et al.;null;QoS 2
9617;Gómez et al.;null;QoS 2
9618;Gómez et al.;null;QoS 2
9619;Gómez et al.;null;QoS 2
9620;Gómez et al.;null;QoS 2
9621;Gómez et al.;null;QoS 2
9622;Gómez et al.;null;QoS 2
9623;Gómez et al.;null;QoS 2
9624;Gómez et al.;null;QoS 2
9625;Gómez et al.;null;QoS 2
9626;Gómez et al.;null;QoS 2
9627;Gómez et al.;null;QoS 2
9628;Gómez et al.;null;QoS 2
9629;Gómez et al.;null;QoS 2
9630;Gómez et al.;null;QoS 2
9631;Gómez et al.;null;QoS 2
9632;Gómez et al.;null;QoS 2
9633;Gómez et al.;null;QoS 2
9634;Gómez et al.;null;QoS 2
9635;Gómez et al.;null;QoS 2
9636;Gómez et al.;null;QoS 2
9637;Gómez et al.;null;QoS 2
9638;Gómez et al.;null;QoS 2
9639;Gómez et al.;null;QoS 2
9640;Gómez et al.;null;QoS 2
9641;Gómez et al.;null;QoS 2
9642;Gómez et al.;null;QoS 2
9643;Gómez et al.;null;QoS 2
9644;Gómez et al.;null;QoS 2
9645;Gómez et al.;null;QoS 2
9646;Gómez et al.;null;QoS 2
9647;Gómez et al.;null;QoS 2
9648;Gómez et al.;null;QoS 2
9649;Gómez et al.;null;QoS 2
9650;Gómez et al.;null;QoS 2
9651;Gómez et al.;null;QoS 2
9652;Gómez et al.;null;QoS 2
9653;Gómez et al.;null;QoS 2
9654;Gómez et al.;null;QoS 2
9655;Gómez et al.;null;QoS 2
9656;Gómez et al.;null;QoS 2
9657;Gómez et al.;null;QoS 2
9658;Gómez et al.;null;QoS 2
9659;Gómez et al.;null;QoS 2
9660;Gómez et al.;null;QoS 2
9661;Gómez et al.;null;QoS 2
9662;Gómez et al.;null;QoS 2
9663;Gómez et al.;null;QoS 2
9664;Gómez et al.;null;QoS 2
9665;Gómez et al.;null;QoS 2
9666;Gómez et al.;null;QoS 2
9667;Gómez et al.;null;QoS 2
9668;Gómez et al.;null;QoS 2
9669;Gómez et al.;null;QoS 2
9670;Gómez et al.;null;QoS 2
9671;Gómez et al.;null;QoS 2
9672;Gómez et al.;null;QoS 2
9673;Gómez et al.;null;QoS 2
9674;Gómez et al.;null;QoS 2
9675;Gómez et al.;null;QoS 2
9676;Gómez et al.;null;QoS 2
9677;Gómez et al.;null;QoS 2
9678;Gómez et al.;null;QoS 2
9679;Gómez et al.;null;QoS 2
9680;Gómez et al.;null;QoS 2
9681;Gómez et al.;null;QoS 2
9682;Gómez et al.;null;QoS 2
9683;Gómez et al.;null;QoS 2
9684;Gómez et al.;null;QoS 2
9685;Gómez et al.;null;QoS 2
9686;Gómez et al.;null;QoS 2
9687;Gómez et al.;null;QoS 2
9688;Gómez et al.;null;QoS 2
9689;Gómez et al.;null;QoS 2
9690;Gómez et al.;null;QoS 2
9691;Gómez et al.;null;QoS 2
9692;Gómez et al.;null;QoS 2
9693;Gómez et al.;null;QoS 2
9694;Gómez et al.;null;QoS 2
9695;Gómez et al.;null;QoS 2
9696;Gómez et al.;null;QoS 2
9697;Gómez et al.;null;QoS 2
9698;Gómez et al.;null;QoS 2
9699;Gómez et al.;null;QoS 2
9700;Gómez et al.;null;QoS 2
9701;Gómez et al.;null;QoS 2
9702;Gómez et al.;null;QoS 2
9703;Gómez et al.;null;QoS 2
9704;Gómez et al.;null;QoS 2
9705;Gómez et al.;null;QoS 2
9706;Gómez et al.;null;QoS 2
9707;Gómez et al.;null;QoS 2
9708;Gómez et al.;null;QoS 2
9709;Gómez et al.;null;QoS 2
9710;Gómez et al.;null;QoS 2
9711;Gómez et al.;null;QoS 2
9712;Gómez et al.;null;QoS 2
9713;Gómez et al.;null;QoS 2
9714;Gómez et al.;null;QoS 2
9715;Gómez et al.;null;QoS 2
9716;Gómez et al.;null;QoS 2
9717;Gómez et al.;null;QoS 2
9718;Gómez et al.;null;QoS 2
9719;Gómez et al.;null;QoS 2
9720;Gómez et al.;null;QoS 2
9721;Gómez et al.;null;QoS 2
9722;Gómez et al.;null;QoS 2
9723;Gómez et al.;null;QoS 2
9724;Gómez et al.;null;QoS 2
9725;Gómez et al.;null;QoS 2
9726;Gómez et al.;null;QoS 2
9727;Gómez et al.;null;QoS 2
9728;Gómez et al.;null;QoS 2
9729;Gómez et al.;null;QoS 2
9730;Gómez et al.;null;QoS 2
9731;Gómez et al.;null;QoS 2
9732;Gómez et al.;null;QoS 2
9733;Gómez et al.;null;QoS 2
9734;Gómez et al.;null;QoS 2
9735;Gómez et al.;null;QoS 2
9736;Gómez et al.;null;QoS 2
9737;Gómez et al.;null;QoS 2
9738;Gómez et al.;null;QoS 2
9739;Gómez et al.;null;QoS 2
9740;Gómez et al.;null;QoS 2
9741;Gómez et al.;null;QoS 2
9742;Gómez et al.;null;QoS 2
9743;Gómez et al.;null;QoS 2
9744;Gómez et al.;null;QoS 2
9745;Gómez et al.;null;QoS 2
9746;Gómez et al.;null;QoS 2
9747;Gómez et al.;null;QoS 2
9748;Gómez et al.;null;QoS 2
9749;Gómez et al.;null;QoS 2
9750;Gómez et al.;null;QoS 2
9751;Gómez et al.;null;QoS 2
9752;Gómez et al.;null;QoS 2
9753;Gómez et al.;null;QoS 2
9754;Gómez et al.;null;QoS 2
9755;Gómez et al.;null;QoS 2
9756;Gómez et al.;null;QoS 2
9757;Gómez et al.;null;QoS 2
9758;Gómez et al.;null;QoS 2
9759;Gómez et al.;null;QoS 2
9760;Gómez et al.;null;QoS 2
9761;Gómez et al.;null;QoS 2
9762;Gómez et al.;null;QoS 2
9763;Gómez et al.;null;QoS 2
9764;Gómez et al.;null;QoS 2
9765;Gómez et al.;null;QoS 2
9766;Gómez et al.;null;QoS 2
9767;Gómez et al.;null;QoS 2
9768;Gómez et al.;null;QoS 2
9769;Gómez et al.;null;QoS 2
9770;Gómez et al.;null;QoS 2
9771;Gómez et al.;null;QoS 2
9772;Gómez et al.;null;QoS 2
9773;Gómez et al.;null;QoS 2
9774;Gómez et al.;null;QoS 2
9775;Gómez et al.;null;QoS 2
9776;Gómez et al.;null;QoS 2
9777;Gómez et al.;null;QoS 2
9778;Gómez et al.;null;QoS 2
9779;Gómez et al.;null;QoS 2
9780;Gómez et al.;null;QoS 2
9781;Gómez et al.;null;QoS 2
9782;Gómez et al.;null;QoS 2
9783;Gómez et al.;null;QoS 2
9784;Gómez et al.;null;QoS 2
9785;Gómez et al.;null;QoS 2
9786;Gómez et al.;null;QoS 2
9787;Gómez et al.;null;QoS 2
9788;Gómez et al.;null;QoS 2
9789;Gómez et al.;null;QoS 2
9790;Gómez et al.;null;QoS 2
9791;Gómez et al.;null;QoS 2
9792;Gómez et al.;null;QoS 2
9793;Gómez et al.;null;QoS 2
9794;Gómez et al.;null;QoS 2
9795;Gómez et al.;null;QoS 2
9796;Gómez et al.;null;QoS 2
9797;Gómez et al.;null;QoS 2
9798;Gómez et al.;null;QoS 2
9799;Gómez et al.;null;QoS 2
9800;Gómez et al.;null;QoS 2
9801;Gómez et al.;null;QoS 2
9802;Gómez et al.;null;QoS 2
9803;Gómez et al.;null;QoS 2
9804;Gómez et al.;null;QoS 2
9805;Gómez et al.;null;QoS 2
9806;Gómez et al.;null;QoS 2
9807;Gómez et al.;0;QoS 2
9808;Gómez et al.;0;QoS 2
9809;Gómez et al.;0;QoS 2
9810;Gómez et al.;0;QoS 2
9811;Gómez et al.;0.052031999999999995;QoS 2
9812;Gómez et al.;null;QoS 2
9813;Gómez et al.;0.10406399999999999;QoS 2
9814;Gómez et al.;0.156096;QoS 2
9815;Gómez et al.;0.268832;QoS 2
