sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:39:07+02:00";null;null;null;null;5;6;null;null
"2020-10-09T12:39:10+02:00";null;null;null;null;null;null;7;0
"2020-10-09T12:39:11+02:00";7;7;7;7;null;null;null;null
"2020-10-09T12:39:12+02:00";null;null;null;null;7;6;null;null
"2020-10-09T12:39:16+02:00";7;7;7;7;null;null;7;5
"2020-10-09T12:39:17+02:00";null;null;null;null;7;6;null;null
"2020-10-09T12:39:20+02:00";null;null;null;null;null;null;7;6
"2020-10-09T12:39:21+02:00";7;2;1;7;null;null;null;null
"2020-10-09T12:39:22+02:00";null;null;null;null;7;6;null;null
"2020-10-09T12:39:25+02:00";null;null;null;null;null;null;2;6
"2020-10-09T12:39:26+02:00";0;4;4;7;null;null;null;null
"2020-10-09T12:39:27+02:00";null;null;null;null;5;4;null;null
"2020-10-09T12:39:30+02:00";null;null;null;null;null;null;4;4
"2020-10-09T12:39:31+02:00";6;4;4;7;7;4;null;null
"2020-10-09T12:39:32+02:00";6;4;null;null;null;null;null;null
"2020-10-09T12:39:35+02:00";null;null;null;null;null;null;4;7
"2020-10-09T12:39:36+02:00";null;null;4;7;6;4;null;null
"2020-10-09T12:39:37+02:00";6;4;null;null;null;null;null;null
"2020-10-09T12:39:40+02:00";null;null;null;null;null;null;4;5
"2020-10-09T12:39:41+02:00";null;null;4;0;7;4;null;null
"2020-10-09T12:39:42+02:00";6;4;null;null;null;null;null;null
"2020-10-09T12:39:45+02:00";null;null;null;null;null;null;4;5
"2020-10-09T12:39:46+02:00";null;null;4;7;5;4;null;null
"2020-10-09T12:39:47+02:00";7;4;null;null;null;null;null;null
"2020-10-09T12:39:50+02:00";null;null;null;null;null;null;4;0
"2020-10-09T12:39:51+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:39:52+02:00";7;4;null;null;null;null;null;null
"2020-10-09T12:39:55+02:00";null;null;null;null;null;null;4;5
"2020-10-09T12:39:56+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:39:57+02:00";7;4;null;null;null;null;null;null
"2020-10-09T12:40:01+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:02+02:00";7;4;null;null;null;null;4;6
"2020-10-09T12:40:06+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:07+02:00";7;4;null;null;null;null;4;2
"2020-10-09T12:40:11+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:12+02:00";6;4;null;null;null;null;4;0
"2020-10-09T12:40:16+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:17+02:00";6;4;null;null;null;null;null;null
"2020-10-09T12:40:18+02:00";null;null;null;null;null;null;4;0
"2020-10-09T12:40:21+02:00";null;null;4;7;null;null;null;null
"2020-10-09T12:40:22+02:00";6;4;null;null;null;null;null;null
"2020-10-09T12:40:23+02:00";null;null;null;null;null;null;4;4
"2020-10-09T12:40:26+02:00";null;null;4;7;4;4;null;null
"2020-10-09T12:40:27+02:00";6;4;null;null;null;null;null;null
