sep=;
"Time";"APP: 3 - Node: 11";"APP: 3 - Node: 8860215";"APP: 4 - Node: 11880865";"APP: 4 - Node: 12";"APP: 2 - Node: 13";"APP: 2 - Node: 8860310";"APP: 1 - Node: 11879605";"APP: 1 - Node: 13"
"2020-10-09T12:40:26+02:00";null;null;73;36;152;45;null;null
"2020-10-09T12:40:27+02:00";26;89;null;null;null;null;null;null
"2020-10-09T12:40:28+02:00";null;null;null;null;null;null;43;34
"2020-10-09T12:40:31+02:00";null;null;58;23;null;null;107;20
"2020-10-09T12:40:32+02:00";24;96;null;null;null;null;null;null
"2020-10-09T12:40:35+02:00";null;null;null;null;null;null;42;71
"2020-10-09T12:40:36+02:00";null;null;81;34;null;null;null;null
"2020-10-09T12:40:37+02:00";25;98;null;null;71;44;null;null
"2020-10-09T12:40:40+02:00";null;null;null;null;null;null;52;79
"2020-10-09T12:40:41+02:00";null;null;61;54;23;46;null;null
"2020-10-09T12:40:42+02:00";59;100;null;null;null;null;null;null
"2020-10-09T12:40:43+02:00";null;null;null;null;21;95;null;null
"2020-10-09T12:40:45+02:00";null;null;null;null;null;null;43;24
"2020-10-09T12:40:46+02:00";null;null;null;null;33;47;null;null
"2020-10-09T12:40:48+02:00";null;null;null;null;21;43;null;null
"2020-10-09T12:40:50+02:00";null;null;null;null;34;47;null;null
"2020-10-09T12:42:11+02:00";26;88;67;34;null;null;null;null
"2020-10-09T12:42:16+02:00";65;116;50;23;null;null;null;null
"2020-10-09T12:42:19+02:00";null;null;null;null;64;43;42;24
"2020-10-09T12:42:21+02:00";53;134;91;39;null;54;110;76
"2020-10-09T12:42:22+02:00";null;null;null;null;84;null;null;null
"2020-10-09T12:42:25+02:00";null;null;null;null;null;null;44;null
"2020-10-09T12:42:26+02:00";53;120;78;26;null;null;null;53
"2020-10-09T12:42:27+02:00";null;null;null;null;91;46;null;null
"2020-10-09T12:42:31+02:00";23;87;85;26;null;49;73;2462
"2020-10-09T12:42:32+02:00";null;null;null;null;51;null;null;null
"2020-10-09T12:42:36+02:00";25;114;84;25;null;null;176;109
"2020-10-09T12:42:37+02:00";null;null;null;null;22;46;null;null
"2020-10-09T12:42:40+02:00";null;null;null;null;null;null;46;null
"2020-10-09T12:42:41+02:00";54;106;90;26;null;46;null;66
"2020-10-09T12:42:42+02:00";null;null;null;null;46;null;null;null
"2020-10-09T12:42:46+02:00";52;109;75;24;33;48;65;24
"2020-10-09T12:42:51+02:00";25;110;73;23;null;66;113;2432
"2020-10-09T12:42:52+02:00";null;null;null;null;74;null;null;null
"2020-10-09T12:42:55+02:00";null;null;null;null;null;null;51;null
"2020-10-09T12:42:56+02:00";137;106;90;67;57;67;null;29
"2020-10-09T12:43:00+02:00";null;null;null;null;null;null;67;null
"2020-10-09T12:43:01+02:00";25;117;73;55;null;46;null;26
"2020-10-09T12:43:02+02:00";null;null;null;null;49;null;null;null
"2020-10-09T12:43:05+02:00";null;null;null;null;null;null;65;null
"2020-10-09T12:43:06+02:00";24;124;72;34;null;50;null;22
"2020-10-09T12:43:07+02:00";null;null;null;null;52;null;null;null
"2020-10-09T12:43:11+02:00";26;108;97;26;null;null;85;36
"2020-10-09T12:43:12+02:00";null;null;null;null;27;70;null;null
"2020-10-09T12:43:16+02:00";65;121;101;52;null;null;61;81
"2020-10-09T12:43:17+02:00";null;null;null;null;21;50;null;null
"2020-10-09T12:43:20+02:00";null;null;null;null;null;null;54;51
"2020-10-09T12:43:21+02:00";27;124;62;24;null;null;null;null
"2020-10-09T12:43:22+02:00";null;null;null;null;55;86;null;null
"2020-10-09T12:43:26+02:00";27;100;87;54;null;50;46;25
"2020-10-09T12:43:27+02:00";null;null;null;null;44;null;null;null
