Time;Datetime;Slice (control);Slice (ping);Slice (APP 1);Slice (APP 2)
179;2020-09-16T11:27:57+02:00;null;12000.0;12000.0;2.0
180;2020-09-16T11:27:58+02:00;12000.0;12000.0;12000.0;2.0
181;2020-09-16T11:27:59+02:00;12000.0;12000.0;12000.0;2.0
182;2020-09-16T11:28:00+02:00;12000.0;12000.0;null;null
183;2020-09-16T11:28:01+02:00;12000.0;12000.0;12000.0;2.0
184;2020-09-16T11:28:02+02:00;12000.0;12000.0;12000.0;2.0
185;2020-09-16T11:28:03+02:00;12000.0;12000.0;12000.0;2.0
186;2020-09-16T11:28:04+02:00;12000.0;12000.0;12000.0;2.0
187;2020-09-16T11:28:05+02:00;12000.0;null;null;null
188;2020-09-16T11:28:06+02:00;12000.0;12000.0;12000.0;2.0
189;2020-09-16T11:28:07+02:00;12000.0;12000.0;12000.0;2.0
190;2020-09-16T11:28:08+02:00;12000.0;12000.0;12000.0;2.0
191;2020-09-16T11:28:09+02:00;12000.0;12000.0;12000.0;2.0
192;2020-09-16T11:28:10+02:00;12000.0;12000.0;12000.0;2.0
193;2020-09-16T11:28:11+02:00;12000.0;12000.0;12000.0;null
194;2020-09-16T11:28:12+02:00;12000.0;null;null;2.0
195;2020-09-16T11:28:13+02:00;null;12000.0;12000.0;2.0
196;2020-09-16T11:28:14+02:00;12000.0;12000.0;12000.0;2.0
197;2020-09-16T11:28:15+02:00;12000.0;12000.0;12000.0;2.0
198;2020-09-16T11:28:16+02:00;12000.0;12000.0;12000.0;null
199;2020-09-16T11:28:17+02:00;null;null;null;2.0
200;2020-09-16T11:28:18+02:00;12000.0;12000.0;12000.0;2.0
201;2020-09-16T11:28:19+02:00;12000.0;12000.0;12000.0;2.0
202;2020-09-16T11:28:20+02:00;null;null;null;null
203;2020-09-16T11:28:21+02:00;12000.0;12000.0;12000.0;2.0
204;2020-09-16T11:28:22+02:00;12000.0;12000.0;12000.0;2.0
205;2020-09-16T11:28:23+02:00;12000.0;12000.0;12000.0;2.0
206;2020-09-16T11:28:24+02:00;12000.0;12000.0;12000.0;2.0
