Time;Hour;STA 6;STA 5;STA 4;BE 2;QoS 2;BE 1
216;2020-11-23T18:49:19+01:00;0,005692908;0,005667091;0,004946747;4,865878903;4,33535821;4,51345655
217;2020-11-23T18:49:20+01:00;0,005395632;0,005481372;0,006096974;3,216704767;4,277835383;4,535176042
218;2020-11-23T18:49:21+01:00;0,005498105;0,005402721;0,005405921;2,702742833;4,850082802;4,198012505
219;2020-11-23T18:49:22+01:00;0,003014693;0,003865873;0,006447809;4,580699496;4,489476486;3,771491894
220;2020-11-23T18:49:23+01:00;0,010652093;0,006707985;0,001253897;7,425174475;2,940772951;3,15876661
221;2020-11-23T18:49:24+01:00;0,005600063;0,007032456;0,006345158;11,4554184;5,446869255;6,004586591
222;2020-11-23T18:49:25+01:00;0,005585601;0,005546227;0,004959193;8,084644482;2,838756831;4,570866486
223;2020-11-23T18:49:26+01:00;0,005522213;0,006030667;0,007064314;12,18623567;1,380995595;6,5616749
224;2020-11-23T18:49:27+01:00;0,0055266;0,005065618;0,005025054;8,984425851;0,799241319;5,90449762
225;2020-11-23T18:49:28+01:00;0,005750452;0,00583869;0,005870115;9,227846386;1,876467645;7,660180369
226;2020-11-23T18:49:29+01:00;0,005475246;0,005778826;0,005491009;8,36892356;4,267163712;6,007521214
227;2020-11-23T18:49:30+01:00;0,005252324;0,004872967;0,005073964;8,084231674;4,058332493;3,948623438
228;2020-11-23T18:49:31+01:00;0,000844496;0,006412149;0,006271391;10,69778046;5,78213095;5,501427949
229;2020-11-23T18:49:32+01:00;0,004936708;0,004573984;0,008821863;8,676949119;4,385894679;3,764814679
230;2020-11-23T18:49:33+01:00;0,005794748;0,005819991;0,000831173;9,014227376;4,30021622;5,354324368
231;2020-11-23T18:49:34+01:00;0,005751035;0,006047221;0,005878435;10,24307968;5,649346426;4,881093129
232;2020-11-23T18:49:35+01:00;0,005460417;0,005473709;0,005460503;1,364740476;5,135257992;4,682801631
233;2020-11-23T18:49:36+01:00;0,005546883;0,005826985;0,005570106;1,011454838;5,769590041;6,159465984
234;2020-11-23T18:49:37+01:00;0,005418019;0,005172326;0,004628396;1,012370276;5,912504532;5,510881827
235;2020-11-23T18:49:38+01:00;0,00083167;0,005974814;0,005105495;0,92010209;6,326754604;5,6345215
236;2020-11-23T18:49:39+01:00;0,005110919;0,00504148;0,005849295;1,064530983;5,180999646;5,040117788
237;2020-11-23T18:49:40+01:00;0,010801819;0,0060417;0,005815392;1,071040795;5,872799833;5,483386566
238;2020-11-23T18:49:41+01:00;0,005224786;0,005123294;0,005221647;0,960138473;3,593570047;4,639618523
239;2020-11-23T18:49:42+01:00;0,004199954;0,004067663;0,007681198;1,008373907;4,677001535;4,79401338
240;2020-11-23T18:49:43+01:00;0,007902309;0,007118787;0,001096419;1,028330171;4,271136659;3,691459997
241;2020-11-23T18:49:44+01:00;0,000828705;0,006844702;0,006073251;1,234120027;5,850014043;5,817117923
242;2020-11-23T18:49:45+01:00;0,009280339;0,004640154;0,004903355;1,033769552;4,319380448;3,950682525
243;2020-11-23T18:49:46+01:00;0,006205929;0,006785932;0,006469555;1,272291155;6,548392111;6,521759683
244;2020-11-23T18:49:47+01:00;0,005145668;0,004895207;0,004979833;1,035333636;4,39366912;4,125591656
245;2020-11-23T18:49:48+01:00;0,005688906;0,005678031;0,005803867;1,140830553;5,132262344;4,786711849
246;2020-11-23T18:49:49+01:00;0,00560882;0,005951443;0,005654556;1,133932199;5,183026218;4,670707125
247;2020-11-23T18:49:50+01:00;0,005463563;0,005275775;0,005421259;1,074352421;3,842532535;4,586813585
248;2020-11-23T18:49:51+01:00;0,005433969;0,008517614;0,005474026;1,124681609;4,584451654;4,592850411
249;2020-11-23T18:49:52+01:00;0,004001371;0,00455392;0,008472814;1,06926104;4,653484126;4,61567296
250;2020-11-23T18:49:53+01:00;0,006961698;0,006468908;0,001019454;1,098479872;6,174144607;2,94725104
251;2020-11-23T18:49:54+01:00;0,005219704;0,005598434;0,005253123;0,96757198;7,57289164;1,645105783
252;2020-11-23T18:49:55+01:00;0,005168845;0,004986057;0,005035293;0,976956781;6,499203399;1,178007473
253;2020-11-23T18:49:56+01:00;0,005835834;0,006098408;0,006011023;1,094910852;6,907893626;2,416586153
