Time;Hour;STA 4;STA 3;STA 2;STA 1
262;26;0;0;1;1
263;27;0;0;1;1
264;28;0;0;1;1
265;29;0;0;1;1
266;30;0;0;1;1
267;31;0;0;1;1
268;32;0;0;1;1
269;33;0;0;1;1
270;34;0;0;1;1
271;2020-04-20T11:53:35+02:00;0;0;1;1
272;36;0;0;1;1
273;37;0;0;1;1
274;38;0;0;1;1
275;39;0;0;1;1
276;40;0;0;1;1
277;41;0;0;1;1
278;42;0;0;1;1
279;43;0;0;1;1
280;44;0;0;1;1
281;45;0;0;1;1
282;46;0;0;1;1
283;47;0;0;1;1
284;48;0;0;1;1
285;49;0;0;1;1
286;50;0;0;1;1
287;51;0;0;1;1
288;52;0;0;1;1
289;53;0;0;1;1
290;54;0;0;1;1
291;2020-04-20T11:53:55+02:00;0;0;1;1
292;56;0;0;1;1
293;57;0;0;1;1
294;58;0;0;1;1
295;59;0;0;1;1
296;60;0;0;1;1
297;1;0;0;1;1
298;2;0;0;1;1
299;3;0;0;1;1
300;4;0;0;1;1
